,ID,Zip.1,LifeOrientation.10,CFC.Future.5,CFC.Immediate.5,b5_conscientious,b5_negemotion,b5_agreeable,b5_extroversion,SoPA.9,SoNA.9,Age.1,Education.1,Wealth.6,Dospert,ContactsMask.6,TimeRiskyFriend.3,Vaccine.6,WillingnessNeigh.6,WillingnessCountry.6,Fundamental1.2.6,Fundamental_af,ConcernCovid.6,Finished.10,PoliticalOrientation.1,Optimistic1.2,Optimistic2.2,Optimistic3.2,Optimistic4.2,Optimistic5.2,Optimistic1.6,Optimistic2.6,Optimistic3.6,Optimistic4.6,Optimistic5.6,Optimistic6.6,Optimistic7.6,Optimistic8.6,Sex.1,Optimistic9.6,PositiveRightNow2.9,PositiveWorld1.9,PositiveWorld2.9,PositiveWorld3.9,PositiveWorld4.9,PositiveWorld5.9,PositiveWorld6.9,PositiveWorld8.9,PositiveWorld9.9,PositiveRightNow1.9,PositiveLife1.9,PositiveLife2.9,PositiveLife3.9,PositiveLife4.9,PositiveLife5.9,PositiveLife6.9,LifeExpectancy.9,Age.1
138,138,1772.0,,32.0,21.0,,,,,3.833333333,1.857142857,61.0,7.0,,,,,,,,,,,,2.5,,,,,,,,,,,,,,2.0,,65.0,63.0,59.0,59.0,59.0,44.0,33.0,22.0,2.0,92.0,91.0,91.0,71.0,57.0,0.0,0.0,85.0,61.0
139,139,28304.0,,,,,,,,,,32.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,32.0
140,140,14075.0,11,48.0,10.0,4.5,1.0,4.75,2.5,6.0,1.0,65.0,6.0,7.666666667,12.0,5.0,2.0,7.0,1.0,1.0,7.0,12.0,5.0,1.0,4.5,4.0,4.0,4.0,2.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,95.0,65.0
141,141,78259.0,8,,,,,,,,,26.0,3.0,,,,,,,,,,,1.0,4.0,1.0,2.0,3.0,4.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,26.0
142,142,97404.0,5,40.0,15.0,4.0,3.75,2.75,1.0,5.0,1.142857143,44.0,5.0,1.333333333,11.0,4.0,1.0,6.0,1.0,1.0,7.0,3.0,3.0,1.0,5.0,6.0,6.0,6.0,4.0,3.0,5.0,6.0,20.0,30.0,40.0,40.0,55.0,70.0,1.0,80.0,40.0,40.0,45.0,60.0,65.0,80.0,85.0,85.0,90.0,50.0,30.0,60.0,60.0,60.0,35.0,30.0,85.0,44.0
143,143,29229.0,,,,,,,,,,56.0,3.0,,,,,,,,,,,,6.5,4.0,4.0,4.0,4.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,56.0
144,144,44035.0,10,34.0,24.0,,,,,,,64.0,4.0,,6.0,,1.0,,,,,,,1.0,1.5,7.0,7.0,7.0,4.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,64.0
145,145,94597.0,8.5,41.0,11.0,3.25,3.25,3.0,3.0,3.333333333,1.571428571,68.0,6.0,7.666666667,9.0,5.0,3.0,7.0,2.0,2.0,7.0,8.0,6.0,1.0,4.0,7.0,7.0,7.0,6.0,5.0,9.0,17.0,64.0,69.0,72.0,84.0,85.0,74.0,1.0,59.0,20.0,60.0,70.0,60.0,42.0,34.0,24.0,21.0,9.0,30.0,20.0,60.0,56.0,41.0,32.0,20.0,83.0,68.0
146,146,62881.0,5.5,37.0,22.0,3.75,3.5,4.0,1.75,5.5,2.142857143,59.0,4.0,3.0,6.0,5.0,1.0,7.0,3.0,2.0,7.0,7.0,5.0,1.0,2.0,6.0,6.0,6.0,6.0,4.0,15.0,30.0,60.0,70.0,75.0,80.0,80.0,30.0,2.0,20.0,25.0,25.0,30.0,35.0,35.0,40.0,40.0,35.0,15.0,20.0,25.0,30.0,25.0,20.0,0.0,0.0,75.0,59.0
147,147,33708.0,15,39.0,21.0,4.75,1.25,3.5,4.0,5.5,1.285714286,73.0,5.0,6.0,6.0,5.0,4.0,6.0,4.0,5.0,7.0,11.0,2.0,1.0,5.5,4.0,3.0,2.0,1.0,1.0,61.0,67.0,72.0,82.0,93.0,100.0,97.0,92.0,1.0,83.0,75.0,70.0,75.0,82.0,87.0,92.0,94.0,93.0,51.0,90.0,80.0,90.0,90.0,0.0,0.0,0.0,85.0,73.0
148,148,46394.0,,41.0,30.0,4.0,1.25,4.25,1.25,4.666666667,1.714285714,42.0,5.0,2.666666667,6.0,5.0,2.0,7.0,4.0,5.0,6.0,9.0,6.0,,2.0,7.0,5.0,4.0,2.0,1.0,15.0,15.0,20.0,85.0,85.0,87.0,85.0,87.0,1.0,88.0,70.0,70.0,85.0,85.0,86.0,82.0,80.0,79.0,60.0,76.0,65.0,75.0,80.0,81.0,10.0,2.0,80.0,42.0
149,149,75067.0,8.5,,,,,,,,,33.0,2.0,,,,,,,,,,,1.0,1.5,4.0,4.0,3.0,3.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,33.0
150,150,50315.0,4,43.0,15.0,2.25,4.25,4.5,1.25,4.166666667,3.571428571,47.0,5.0,7.666666667,,5.0,7.0,7.0,1.0,1.0,7.0,10.0,7.0,1.0,1.5,7.0,7.0,7.0,3.0,1.0,20.0,30.0,50.0,75.0,80.0,100.0,100.0,50.0,2.0,10.0,60.0,60.0,80.0,30.0,15.0,10.0,0.0,0.0,0.0,60.0,60.0,50.0,75.0,50.0,0.0,0.0,70.0,47.0
151,151,7071.0,10.5,33.0,27.0,4.0,1.75,4.0,3.75,4.166666667,3.714285714,59.0,4.0,4.666666667,8.0,5.0,3.0,4.0,4.0,4.0,5.0,11.0,2.0,1.0,6.0,3.0,3.0,3.0,4.0,4.0,40.0,40.0,40.0,50.0,50.0,52.0,45.0,15.0,1.0,7.0,55.0,46.0,46.0,65.0,62.0,61.0,45.0,42.0,44.0,47.0,56.0,60.0,46.0,25.0,0.0,0.0,80.0,59.0
152,152,94565.0,11.5,47.0,29.0,3.25,2.75,2.75,3.0,4.666666667,3.0,52.0,5.0,9.0,8.0,5.0,1.0,7.0,2.0,1.0,7.0,9.0,5.0,1.0,3.5,,,,,,11.0,26.0,56.0,71.0,76.0,99.0,97.0,96.0,1.0,97.0,60.0,52.0,59.0,82.0,85.0,91.0,94.0,93.0,82.0,51.0,63.0,83.0,97.0,100.0,100.0,99.0,90.0,52.0
153,153,74543.0,9,28.0,31.0,4.5,2.75,3.5,1.0,4.666666667,2.285714286,64.0,2.0,3.666666667,6.0,5.0,2.0,7.0,1.0,1.0,5.0,7.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,52.0,55.0,55.0,66.0,82.0,55.0,35.0,32.0,2.0,32.0,62.0,59.0,67.0,67.0,59.0,51.0,51.0,38.0,14.0,86.0,61.0,71.0,35.0,4.0,0.0,0.0,75.0,64.0
154,154,30106.0,14,24.0,45.0,3.75,1.0,3.0,3.5,6.0,1.571428571,45.0,3.0,2.333333333,8.0,5.0,1.0,7.0,1.0,1.0,7.0,9.0,3.0,1.0,1.5,4.0,1.0,1.0,1.0,1.0,80.0,80.0,81.0,87.0,90.0,95.0,94.0,91.0,2.0,0.0,7.0,22.0,24.0,26.0,31.0,51.0,49.0,51.0,51.0,81.0,56.0,71.0,86.0,84.0,52.0,51.0,50.0,45.0
155,155,7748.0,,42.0,22.0,,,,,,,46.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,46.0
156,156,68045.0,6.5,13.0,29.0,4.5,3.25,3.0,1.0,3.5,3.714285714,62.0,2.0,6.0,6.0,3.0,1.0,7.0,1.0,1.0,7.0,12.0,5.0,1.0,4.5,4.0,4.0,4.0,4.0,6.0,49.0,50.0,50.0,50.0,50.0,41.0,33.0,91.0,2.0,90.0,40.0,51.0,51.0,49.0,46.0,43.0,39.0,36.0,31.0,51.0,30.0,21.0,10.0,0.0,0.0,0.0,75.0,62.0
157,157,15212.0,,36.0,24.0,,,,,,,40.0,6.0,,7.0,,3.0,,,,,,,,4.0,7.0,5.0,4.0,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,40.0
158,158,60640.0,11,39.0,25.0,2.0,2.0,2.5,1.75,4.333333333,1.428571429,28.0,6.0,2.0,16.0,5.0,2.0,7.0,1.0,1.0,7.0,8.0,2.0,1.0,1.0,4.0,6.0,7.0,2.0,2.0,30.0,39.0,43.0,69.0,73.0,61.0,40.0,44.0,1.0,20.0,59.0,73.0,80.0,37.0,29.0,30.0,52.0,65.0,69.0,69.0,62.0,77.0,77.0,78.0,73.0,9.0,90.0,28.0
159,159,49633.0,7.5,39.0,18.0,4.75,2.0,5.0,3.0,5.5,2.428571429,68.0,3.0,2.333333333,10.0,5.0,1.0,7.0,4.0,4.0,7.0,10.0,6.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,9.0,10.0,15.0,45.0,72.0,93.0,100.0,56.0,2.0,56.0,57.0,53.0,59.0,46.0,52.0,56.0,56.0,58.0,49.0,71.0,20.0,32.0,24.0,0.0,0.0,0.0,85.0,68.0
160,160,29646.0,,28.0,31.0,2.25,2.5,5.0,4.25,5.333333333,2.142857143,20.0,3.0,1.666666667,14.0,5.0,2.0,7.0,5.0,3.0,5.0,8.0,5.0,,1.5,6.0,6.0,2.0,2.0,1.0,9.0,10.0,18.0,42.0,70.0,55.0,54.0,78.0,1.0,100.0,40.0,40.0,36.0,60.0,65.0,71.0,77.0,81.0,100.0,15.0,14.0,19.0,39.0,40.0,5.0,0.0,70.0,20.0
161,161,75156.0,,,,,,,,,,59.0,3.0,,20.0,,7.0,,,,,,,,3.0,2.0,2.0,2.0,3.0,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,59.0
162,162,32955.0,13,36.0,26.0,3.5,2.0,4.0,1.75,,,62.0,5.0,5.666666667,13.0,5.0,2.0,7.0,2.0,2.0,6.0,8.0,2.0,1.0,3.0,,,,,,50.0,51.0,51.0,75.0,76.0,77.0,77.0,51.0,1.0,51.0,,,,,,,,,,,,,,,,,,62.0
163,163,97064.0,,,,,,,,,,67.0,3.0,,,,,,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,67.0
164,164,3851.0,7.5,30.0,26.0,5.0,1.5,5.0,2.0,5.5,1.428571429,61.0,3.0,4.333333333,6.0,1.0,1.0,7.0,2.0,1.0,7.0,12.0,6.0,1.0,4.5,5.0,5.0,5.0,2.0,2.0,97.0,86.0,81.0,83.0,83.0,47.0,28.0,13.0,2.0,13.0,29.0,37.0,24.0,29.0,15.0,7.0,3.0,2.0,1.0,81.0,57.0,77.0,62.0,39.0,0.0,0.0,90.0,61.0
165,165,29483.0,12.5,33.0,33.0,4.0,2.25,4.0,4.5,5.333333333,2.142857143,62.0,3.0,7.0,28.0,5.0,6.0,7.0,4.0,4.0,7.0,14.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,100.0,50.0,30.0,50.0,60.0,75.0,75.0,75.0,75.0,75.0,70.0,75.0,75.0,90.0,90.0,0.0,0.0,80.0,62.0
166,166,33914.0,9.5,17.0,42.0,3.0,4.75,4.0,2.5,5.5,2.285714286,41.0,5.0,,28.0,1.0,5.0,2.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,5.0,40.0,65.0,73.0,2.0,2.0,1.0,29.0,43.0,39.0,71.0,72.0,76.0,74.0,68.0,45.0,61.0,58.0,67.0,69.0,62.0,7.0,0.0,80.0,41.0
167,167,62002.0,,,,,,,,,,37.0,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,37.0
168,168,30306.0,8,32.0,23.0,2.25,1.75,3.75,1.75,4.666666667,2.0,57.0,5.0,6.666666667,7.0,5.0,2.0,7.0,4.0,3.0,7.0,8.0,7.0,1.0,2.0,4.0,3.0,3.0,4.0,5.0,75.0,80.0,80.0,75.0,90.0,50.0,60.0,25.0,2.0,10.0,75.0,70.0,80.0,55.0,50.0,40.0,40.0,25.0,0.0,85.0,85.0,75.0,40.0,25.0,0.0,0.0,75.0,57.0
169,169,80022.0,12,42.0,14.0,4.5,1.25,4.0,3.0,4.333333333,2.285714286,58.0,5.0,5.666666667,9.0,5.0,1.0,7.0,4.0,4.0,6.0,10.0,2.0,1.0,4.0,6.0,5.0,5.0,4.0,1.0,50.0,49.0,62.0,82.0,91.0,93.0,92.0,51.0,1.0,51.0,72.0,54.0,60.0,65.0,71.0,71.0,68.0,70.0,68.0,91.0,92.0,93.0,88.0,89.0,9.0,3.0,85.0,58.0
170,170,27597.0,8.5,28.0,31.0,3.25,2.75,2.5,2.0,5.833333333,4.428571429,69.0,5.0,3.0,6.0,5.0,3.0,4.0,1.0,1.0,7.0,2.0,2.0,1.0,6.0,2.0,2.0,4.0,6.0,7.0,19.0,24.0,31.0,32.0,29.0,60.0,63.0,73.0,1.0,91.0,86.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,85.0,86.0,0.0,0.0,0.0,0.0,75.0,69.0
171,171,34242.0,,,,,,,,,,58.0,5.0,,8.0,,6.0,,,,,,,,4.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,58.0
172,172,29909.0,,42.0,21.0,,,,,,,61.0,5.0,,8.0,,2.0,,,,,,,,5.0,6.0,6.0,6.0,3.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,61.0
173,173,60613.0,14.5,36.0,25.0,4.75,2.0,5.0,4.0,6.5,1.0,59.0,5.0,6.0,10.0,5.0,1.0,7.0,1.0,1.0,6.0,9.0,5.0,1.0,2.5,4.0,4.0,4.0,2.0,1.0,33.0,54.0,60.0,80.0,88.0,97.0,94.0,87.0,1.0,90.0,94.0,96.0,98.0,99.0,94.0,93.0,98.0,94.0,92.0,91.0,90.0,93.0,92.0,92.0,90.0,94.0,80.0,59.0
174,174,85255.0,,,,,,,,,,52.0,5.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,52.0
175,175,48911.0,14,43.0,22.0,4.75,1.25,4.75,2.0,5.166666667,1.714285714,50.0,3.0,5.333333333,11.0,5.0,1.0,7.0,3.0,4.0,7.0,6.0,2.0,1.0,2.0,4.0,5.0,5.0,2.0,2.0,80.0,75.0,90.0,90.0,95.0,80.0,90.0,55.0,1.0,45.0,60.0,60.0,59.0,50.0,40.0,30.0,10.0,1.0,0.0,81.0,80.0,80.0,82.0,70.0,40.0,0.0,80.0,50.0
176,176,38063.0,,33.0,18.0,,,,,,,49.0,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,49.0
177,177,29841.0,,27.0,37.0,,,,,4.833333333,3.571428571,55.0,3.0,,,,,,,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,2.0,,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,60.0,55.0
178,178,91344.0,,34.0,25.0,3.75,3.5,5.0,4.5,3.833333333,1.571428571,74.0,5.0,2.0,6.0,5.0,1.0,7.0,5.0,4.0,7.0,9.0,5.0,,2.0,5.0,5.0,4.0,3.0,1.0,19.0,19.0,40.0,61.0,82.0,82.0,82.0,82.0,2.0,18.0,50.0,45.0,65.0,80.0,65.0,50.0,20.0,20.0,20.0,70.0,60.0,75.0,75.0,20.0,0.0,0.0,88.0,74.0
179,179,75167.0,,,,,,,,,,40.0,3.0,,,,,,,,,,,,6.0,4.0,4.0,3.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,40.0
180,180,37042.0,15,42.0,25.0,3.25,1.0,4.25,3.0,7.0,1.142857143,69.0,7.0,3.0,15.0,3.0,2.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,51.0,120.0,69.0
181,181,44720.0,,37.0,35.0,3.25,3.5,3.5,2.25,4.5,2.714285714,64.0,5.0,7.0,17.0,1.0,3.0,2.0,2.0,2.0,4.0,8.0,5.0,,3.5,5.0,5.0,5.0,5.0,5.0,9.0,15.0,23.0,17.0,16.0,25.0,40.0,4.0,1.0,3.0,38.0,30.0,29.0,29.0,23.0,18.0,15.0,12.0,4.0,58.0,57.0,59.0,22.0,2.0,3.0,1.0,76.0,64.0
182,182,92808.0,6,31.0,31.0,2.75,2.75,3.75,2.75,,,64.0,5.0,,6.0,5.0,1.0,4.0,2.0,2.0,7.0,9.0,6.0,1.0,1.5,5.0,5.0,5.0,4.0,2.0,17.0,17.0,17.0,28.0,45.0,62.0,67.0,,2.0,64.0,,,,,,,,,,,,,,,,,,64.0
183,183,15212.0,,39.0,31.0,3.0,2.0,3.75,3.5,,,38.0,4.0,5.333333333,,4.0,,7.0,3.0,2.0,6.0,11.0,4.0,,4.0,,,,,,19.0,23.0,34.0,52.0,73.0,73.0,79.0,50.0,1.0,34.0,,,,,,,,,,,,,,,,,,38.0
184,184,95670.0,10,24.0,23.0,5.0,2.5,5.0,2.0,,,58.0,3.0,3.666666667,,5.0,,7.0,3.0,3.0,7.0,5.0,7.0,1.0,2.0,7.0,7.0,7.0,4.0,1.0,51.0,51.0,50.0,26.0,27.0,0.0,0.0,100.0,2.0,100.0,,,,,,,,,,,,,,,,,,58.0
185,185,37857.0,13.5,39.0,,4.25,1.25,4.75,2.75,,,46.0,4.0,4.333333333,9.0,2.0,2.0,5.0,6.0,4.0,5.0,8.0,1.0,1.0,5.5,3.0,2.0,1.0,1.0,2.0,91.0,94.0,94.0,71.0,46.0,89.0,89.0,40.0,2.0,91.0,,,,,,,,,,,,,,,,,,46.0
186,186,16066.0,15,47.0,28.0,5.0,1.0,4.5,4.0,5.833333333,1.0,55.0,5.0,7.666666667,14.0,5.0,2.0,7.0,2.0,2.0,7.0,14.0,2.0,1.0,4.5,2.0,2.0,2.0,,2.0,78.0,78.0,81.0,89.0,93.0,93.0,93.0,95.0,1.0,95.0,80.0,80.0,84.0,85.0,86.0,87.0,87.0,87.0,87.0,96.0,96.0,96.0,96.0,92.0,28.0,0.0,80.0,55.0
187,187,63026.0,15,25.0,40.0,,,,,6.166666667,1.285714286,73.0,2.0,,24.0,,2.0,,,,,,,1.0,6.0,7.0,7.0,7.0,2.0,1.0,,,,,,,,,1.0,,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,75.0,73.0
188,188,75149.0,11.5,31.0,20.0,,,,,5.333333333,3.142857143,60.0,2.0,,6.0,,1.0,,,,,,,1.0,5.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,62.0,71.0,75.0,76.0,62.0,63.0,51.0,21.0,,,,,,,,82.0,60.0
189,189,94044.0,,43.0,15.0,4.75,1.5,4.5,3.5,,,30.0,5.0,5.666666667,9.0,4.0,7.0,1.0,4.0,2.0,1.0,11.0,1.0,,2.0,4.0,4.0,5.0,5.0,5.0,50.0,50.0,50.0,43.0,42.0,40.0,34.0,30.0,2.0,5.0,,,,,,,,,,,,,,,,,,30.0
190,190,34957.0,,20.0,31.0,3.25,1.75,2.25,3.5,5.166666667,3.428571429,37.0,5.0,2.0,17.0,5.0,3.0,2.0,2.0,1.0,7.0,8.0,1.0,,1.0,5.0,5.0,6.0,5.0,4.0,0.0,7.0,18.0,29.0,31.0,32.0,35.0,11.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,37.0
191,191,98020.0,,34.0,27.0,3.25,2.75,3.25,3.25,,,52.0,6.0,,9.0,,5.0,,,,,,,,4.5,4.0,5.0,5.0,6.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,52.0
192,192,33477.0,12,38.0,25.0,3.25,2.0,2.5,2.75,,,71.0,6.0,5.666666667,9.0,4.0,2.0,7.0,2.0,1.0,6.0,8.0,2.0,1.0,2.0,,,,,,50.0,60.0,70.0,70.0,70.0,70.0,70.0,50.0,1.0,50.0,,,,,,,,,,,,,,,,,,71.0
193,193,7502.0,10.5,35.0,22.0,4.0,2.0,4.5,3.25,5.333333333,3.428571429,57.0,2.0,6.0,9.0,5.0,2.0,6.0,7.0,7.0,4.0,9.0,4.0,1.0,2.0,6.0,6.0,3.0,2.0,2.0,65.0,73.0,80.0,84.0,89.0,93.0,95.0,90.0,2.0,76.0,86.0,72.0,87.0,84.0,88.0,85.0,82.0,79.0,51.0,76.0,90.0,92.0,78.0,67.0,8.0,2.0,65.0,57.0
194,194,39046.0,11.5,33.0,22.0,3.25,3.75,3.5,1.75,5.0,2.428571429,55.0,3.0,2.0,12.0,5.0,2.0,6.0,2.0,2.0,7.0,7.0,5.0,1.0,6.0,2.0,2.0,2.0,1.0,2.0,66.0,66.0,66.0,81.0,86.0,86.0,86.0,59.0,2.0,37.0,65.0,70.0,85.0,85.0,85.0,90.0,90.0,90.0,91.0,80.0,85.0,95.0,90.0,90.0,0.0,0.0,,55.0
195,195,32744.0,12,18.0,39.0,4.0,3.0,4.5,4.5,5.333333333,1.285714286,72.0,3.0,2.333333333,12.0,3.0,2.0,6.0,3.0,3.0,7.0,11.0,3.0,1.0,1.0,7.0,7.0,7.0,4.0,4.0,10.0,10.0,30.0,40.0,70.0,50.0,70.0,50.0,2.0,0.0,45.0,40.0,50.0,,50.0,50.0,50.0,40.0,0.0,70.0,70.0,80.0,0.0,0.0,0.0,0.0,76.0,72.0
196,196,12128.0,,,,,,,,,,60.0,3.0,,,,,,,,,,,,7.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,60.0
197,197,32836.0,7.5,41.0,19.0,4.75,2.25,2.5,1.5,3.833333333,3.571428571,60.0,5.0,2.333333333,6.0,5.0,1.0,2.0,4.0,4.0,6.0,5.0,6.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,11.0,10.0,11.0,19.0,20.0,20.0,1.0,1.0,2.0,0.0,70.0,52.0,52.0,44.0,40.0,32.0,23.0,7.0,0.0,51.0,51.0,51.0,42.0,28.0,0.0,0.0,70.0,60.0
198,198,71202.0,4,41.0,26.0,4.25,3.0,4.25,1.75,5.333333333,2.857142857,40.0,3.0,1.333333333,7.0,4.0,3.0,1.0,3.0,5.0,6.0,6.0,5.0,1.0,4.5,4.0,4.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,17.0,45.0,30.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,100.0,17.0,30.0,37.0,35.0,38.0,40.0,38.0,60.0,40.0
199,199,27587.0,12,27.0,30.0,4.5,2.25,3.25,3.25,7.0,1.0,59.0,4.0,2.0,6.0,5.0,1.0,3.0,1.0,1.0,6.0,10.0,6.0,1.0,4.0,6.0,6.0,6.0,4.0,1.0,50.0,50.0,50.0,60.0,75.0,90.0,100.0,1.0,2.0,1.0,50.0,50.0,65.0,75.0,85.0,100.0,100.0,100.0,100.0,100.0,50.0,70.0,100.0,75.0,90.0,79.0,90.0,59.0
200,200,95219.0,13.5,32.0,20.0,3.75,1.5,4.0,4.5,5.5,3.571428571,27.0,3.0,5.333333333,10.0,5.0,3.0,2.0,1.0,1.0,6.0,12.0,2.0,1.0,5.0,,,,,,0.0,0.0,0.0,20.0,48.0,76.0,84.0,74.0,1.0,67.0,53.0,58.0,62.0,63.0,62.0,61.0,59.0,53.0,47.0,95.0,99.0,97.0,95.0,94.0,61.0,53.0,88.0,27.0
201,201,54902.0,12,39.0,23.0,4.5,2.0,3.75,1.0,5.166666667,2.142857143,67.0,2.0,6.666666667,15.0,4.0,2.0,7.0,6.0,6.0,5.0,11.0,2.0,1.0,6.5,2.0,2.0,2.0,2.0,2.0,52.0,53.0,63.0,65.0,68.0,51.0,52.0,53.0,1.0,53.0,36.0,39.0,42.0,45.0,46.0,56.0,59.0,56.0,48.0,93.0,90.0,90.0,88.0,84.0,3.0,0.0,85.0,67.0
202,202,46201.0,,,,,,,,,,46.0,5.0,,6.0,,2.0,,,,,,,,3.5,5.0,5.0,4.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,46.0
203,203,92708.0, ,28.0,28.0,3.5,2.0,4.75,4.75,4.833333333,1.714285714,57.0,3.0,5.0,16.0,5.0,3.0,7.0,4.0,2.0,5.0,8.0,3.0,1.0,4.5,4.0,4.0,5.0,3.0,2.0,71.0,71.0,72.0,84.0,91.0,96.0,60.0,42.0,2.0,57.0,40.0,40.0,50.0,60.0,60.0,51.0,52.0,52.0,53.0,80.0,81.0,80.0,70.0,51.0,0.0,0.0,90.0,57.0
204,204,98125.0,,,,,,,,,,22.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,22.0
205,205,78704.0,10.5,30.0,26.0,3.0,2.0,4.0,2.0,4.833333333,2.142857143,61.0,6.0,6.0,8.0,5.0,1.0,7.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,3.0,5.0,4.0,4.0,3.0,68.0,69.0,70.0,84.0,90.0,91.0,90.0,19.0,2.0,14.0,33.0,60.0,64.0,68.0,42.0,30.0,24.0,11.0,1.0,62.0,57.0,75.0,65.0,33.0,10.0,,80.0,61.0
206,206,47362.0,5.5,,,,,,,,,39.0,5.0,,26.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,39.0
207,207,21221.0,,41.0,14.0,3.75,2.5,4.75,3.75,4.0,3.0,54.0,5.0,2.666666667,,5.0,,2.0,6.0,5.0,7.0,10.0,7.0,,4.0,1.0,7.0,2.0,2.0,1.0,20.0,27.0,33.0,41.0,62.0,80.0,80.0,50.0,2.0,70.0,29.0,31.0,40.0,61.0,72.0,71.0,62.0,100.0,100.0,61.0,41.0,71.0,80.0,80.0,100.0,100.0,94.0,54.0
208,208,46168.0,,,,,,,,,,54.0,3.0,,18.0,,3.0,,,,,,,,3.5,7.0,6.0,5.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,54.0
209,209,42164.0,4.5,30.0,31.0,5.0,3.0,4.0,1.75,,,41.0,3.0,1.333333333,10.0,2.0,4.0,1.0,2.0,2.0,5.0,14.0,4.0,1.0,2.0,6.0,7.0,5.0,2.0,2.0,2.0,19.0,57.0,46.0,92.0,98.0,97.0,83.0,2.0,78.0,,,,,,,,,,,,,,,,,,41.0
210,210,85705.0,,47.0,15.0,,,,,,,50.0,3.0,,28.0,,7.0,,,,,,,,4.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,50.0
211,211,90403.0,,,,,,,,,,77.0,4.0,,,,,,,,,,,,6.5,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,77.0
212,212,89493.0,,,,,,,,,,77.0,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,77.0
