,ID,Zip.1,LifeOrientation.10,CFC.Future.5,CFC.Immediate.5,b5_conscientious,b5_negemotion,b5_agreeable,b5_extroversion,SoPA.9,SoNA.9,Age.1,Education.1,Wealth.6,Dospert,ContactsMask.6,TimeRiskyFriend.3,Vaccine.6,WillingnessNeigh.6,WillingnessCountry.6,Fundamental1.2.6,Fundamental_af,ConcernCovid.6,Finished.10,PoliticalOrientation.1,Optimistic1.2,Optimistic2.2,Optimistic3.2,Optimistic4.2,Optimistic5.2,Optimistic1.6,Optimistic2.6,Optimistic3.6,Optimistic4.6,Optimistic5.6,Optimistic6.6,Optimistic7.6,Optimistic8.6,Sex.1,Optimistic9.6,PositiveRightNow2.9,PositiveWorld1.9,PositiveWorld2.9,PositiveWorld3.9,PositiveWorld4.9,PositiveWorld5.9,PositiveWorld6.9,PositiveWorld8.9,PositiveWorld9.9,PositiveRightNow1.9,PositiveLife1.9,PositiveLife2.9,PositiveLife3.9,PositiveLife4.9,PositiveLife5.9,PositiveLife6.9,LifeExpectancy.9,Age.1
506,506,44106.0,7.5,35.0,33.0,3.0,3.25,4.75,3.25,3.833333333,2.285714286,60.0,3.0,,16.0,5.0,2.0,6.0,2.0,3.0,5.0,9.0,4.0,1.0,1.0,,,,,,37.0,38.0,75.0,39.0,32.0,22.0,18.0,12.0,1.0,8.0,57.0,40.0,32.0,19.0,10.0,53.0,61.0,68.0,69.0,47.0,30.0,30.0,40.0,51.0,20.0,20.0,68.0,60.0
507,507,73762.0,,,,,,,,,,29.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,29.0
508,508,53110.0,12.5,34.0,37.0,2.5,1.0,4.75,4.0,5.0,1.714285714,56.0,5.0,5.333333333,23.0,4.0,1.0,2.0,4.0,3.0,4.0,11.0,5.0,1.0,3.0,6.0,6.0,6.0,4.0,2.0,69.0,77.0,93.0,94.0,95.0,95.0,95.0,58.0,2.0,28.0,80.0,61.0,75.0,81.0,39.0,17.0,13.0,11.0,11.0,90.0,73.0,75.0,80.0,46.0,12.0,0.0,95.0,56.0
509,509,31635.0,9.5,45.0,14.0,3.75,2.75,5.0,3.0,4.5,2.571428571,65.0,5.0,5.0,6.0,5.0,2.0,7.0,6.0,4.0,7.0,10.0,7.0,1.0,4.0,6.0,6.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,50.0,67.0,22.0,2.0,12.0,40.0,40.0,60.0,80.0,81.0,81.0,81.0,81.0,65.0,70.0,60.0,80.0,80.0,50.0,0.0,0.0,85.0,65.0
510,510,7601.0,,35.0,24.0,,,,,,,40.0,5.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,40.0
511,511,90035.0,8,43.0,9.0,,,,,5.833333333,1.714285714,25.0,6.0,,6.0,,1.0,,,,,,,1.0,1.0,7.0,7.0,4.0,1.0,1.0,,,,,,,,,1.0,,38.0,39.0,43.0,59.0,68.0,72.0,74.0,70.0,57.0,73.0,40.0,63.0,74.0,82.0,81.0,79.0,60.0,25.0
512,512,33904.0,13.5,40.0,8.0,1.0,5.0,4.75,4.75,5.5,1.0,54.0,6.0,9.0,10.0,5.0,1.0,7.0,1.0,1.0,7.0,9.0,5.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,90.0,91.0,96.0,96.0,97.0,99.0,95.0,95.0,1.0,95.0,87.0,85.0,88.0,82.0,77.0,72.0,67.0,65.0,57.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,54.0
513,513,75206.0,,,,,,,,,,43.0,2.0,,,,,,,,,,,,2.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,43.0
514,514,7920.0,9,33.0,25.0,3.75,2.5,4.0,4.0,5.0,2.142857143,44.0,5.0,7.666666667,24.0,4.0,2.0,6.0,3.0,2.0,6.0,8.0,6.0,1.0,4.0,7.0,6.0,5.0,4.0,3.0,3.0,5.0,10.0,30.0,52.0,60.0,37.0,14.0,1.0,1.0,50.0,50.0,60.0,70.0,80.0,60.0,40.0,30.0,10.0,60.0,61.0,70.0,80.0,70.0,40.0,0.0,90.0,44.0
515,515,92127.0,9,40.0,22.0,4.5,2.0,4.75,2.75,5.666666667,1.285714286,52.0,5.0,5.333333333,,1.0,,7.0,3.0,2.0,7.0,8.0,6.0,1.0,4.0,5.0,4.0,3.0,3.0,3.0,50.0,55.0,60.0,75.0,80.0,85.0,95.0,70.0,1.0,20.0,55.0,55.0,60.0,60.0,55.0,50.0,40.0,25.0,0.0,55.0,55.0,60.0,60.0,55.0,0.0,0.0,80.0,52.0
516,516,76040.0,,,,4.25,1.0,3.25,4.75,6.333333333,3.0,33.0,3.0,2.0,25.0,3.0,5.0,3.0,1.0,1.0,3.0,5.0,1.0,,3.0,,,,,,92.0,92.0,92.0,92.0,92.0,100.0,100.0,100.0,1.0,100.0,66.0,54.0,58.0,67.0,77.0,83.0,86.0,92.0,100.0,80.0,65.0,64.0,71.0,79.0,70.0,55.0,80.0,33.0
517,517,22202.0,7.5,38.0,17.0,4.5,4.25,3.75,1.5,5.166666667,1.428571429,27.0,5.0,2.333333333,9.0,5.0,1.0,7.0,1.0,1.0,7.0,4.0,6.0,1.0,2.0,3.0,4.0,7.0,3.0,1.0,10.0,15.0,30.0,55.0,65.0,80.0,90.0,100.0,2.0,100.0,60.0,60.0,65.0,80.0,85.0,95.0,100.0,100.0,100.0,85.0,85.0,90.0,100.0,100.0,80.0,0.0,85.0,27.0
518,518,90032.0,,,,,,,,,,68.0,6.0,,8.0,,2.0,,,,,,,,3.0,4.0,3.0,3.0,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,68.0
519,519,10029.0,,34.0,34.0,3.0,3.5,2.0,1.0,,,33.0,4.0,1.666666667,20.0,4.0,1.0,5.0,1.0,1.0,7.0,14.0,7.0,,4.0,6.0,6.0,7.0,4.0,1.0,100.0,100.0,58.0,35.0,12.0,29.0,51.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,33.0
520,520,44256.0,,,,,,,,,,69.0,3.0,,12.0,,4.0,,,,,,,,6.0,4.0,3.0,3.0,2.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,69.0
521,521,10583.0,13,45.0,9.0,4.0,2.0,4.5,2.5,6.166666667,1.0,65.0,6.0,,11.0,,2.0,7.0,3.0,1.0,7.0,9.0,6.0,1.0,3.5,7.0,7.0,7.0,3.0,1.0,16.0,16.0,30.0,60.0,75.0,75.0,75.0,24.0,1.0,5.0,30.0,45.0,55.0,45.0,40.0,40.0,55.0,65.0,65.0,61.0,70.0,70.0,55.0,35.0,0.0,0.0,80.0,65.0
522,522,10918.0,,,,4.5,2.0,4.0,2.75,,,56.0,2.0,,6.0,5.0,1.0,2.0,3.0,3.0,6.0,12.0,5.0,,7.0,,,,,,17.0,21.0,34.0,34.0,44.0,68.0,65.0,70.0,2.0,99.0,,,,,,,,,,,,,,,,,,56.0
523,523,19956.0,7,37.0,20.0,,,,,3.833333333,2.428571429,39.0,3.0,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,2.0,,53.0,53.0,57.0,60.0,55.0,55.0,58.0,58.0,53.0,60.0,53.0,64.0,74.0,82.0,0.0,0.0,82.0,39.0
524,524,76108.0,,41.0,24.0,3.75,3.25,3.0,3.0,,,25.0,7.0,,,5.0,,7.0,1.0,1.0,7.0,9.0,3.0,,1.0,3.0,4.0,3.0,2.0,1.0,75.0,75.0,80.0,90.0,96.0,95.0,95.0,50.0,2.0,50.0,,,,,,,,,,,,,,,,,,25.0
525,525,98136.0,11,29.0,26.0,4.5,2.0,4.0,3.5,5.333333333,2.428571429,71.0,6.0,7.666666667,6.0,5.0,1.0,7.0,5.0,5.0,6.0,11.0,6.0,1.0,1.0,4.0,4.0,4.0,3.0,2.0,76.0,82.0,85.0,92.0,95.0,89.0,89.0,83.0,1.0,61.0,61.0,57.0,63.0,68.0,73.0,42.0,43.0,35.0,18.0,72.0,71.0,70.0,60.0,45.0,18.0,9.0,95.0,71.0
526,526,8618.0,,42.0,40.0,2.75,2.75,4.0,4.0,,,34.0,6.0,5.666666667,15.0,2.0,4.0,5.0,5.0,5.0,6.0,12.0,4.0,,2.0,5.0,4.0,5.0,6.0,5.0,30.0,40.0,46.0,56.0,66.0,81.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,34.0
527,527,2176.0,10,38.0,24.0,4.0,2.0,4.0,2.75,4.5,2.571428571,59.0,6.0,5.666666667,11.0,3.0,1.0,6.0,6.0,4.0,6.0,8.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,71.0,75.0,78.0,79.0,84.0,84.0,83.0,28.0,2.0,0.0,46.0,56.0,60.0,64.0,66.0,68.0,69.0,74.0,51.0,83.0,57.0,64.0,43.0,14.0,0.0,0.0,90.0,59.0
528,528,2176.0,10,38.0,24.0,4.0,2.0,4.0,2.75,4.5,2.571428571,59.0,6.0,5.666666667,11.0,3.0,1.0,6.0,6.0,4.0,6.0,8.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,71.0,75.0,78.0,79.0,84.0,84.0,83.0,28.0,2.0,0.0,46.0,56.0,60.0,64.0,66.0,68.0,69.0,74.0,51.0,83.0,57.0,64.0,43.0,14.0,0.0,0.0,90.0,59.0
529,529,8034.0,6,33.0,27.0,3.5,4.25,5.0,3.75,3.5,2.571428571,63.0,5.0,8.666666667,7.0,5.0,2.0,7.0,5.0,2.0,7.0,10.0,4.0,1.0,5.0,4.0,5.0,6.0,6.0,6.0,2.0,3.0,6.0,16.0,25.0,4.0,4.0,,2.0,0.0,40.0,51.0,56.0,43.0,44.0,33.0,32.0,21.0,2.0,60.0,65.0,51.0,36.0,17.0,0.0,0.0,84.0,63.0
530,530,39160.0,,32.0,,2.0,3.5,3.75,2.5,,,28.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,28.0
531,531,77088.0,9,36.0,39.0,4.25,3.25,4.0,2.75,4.0,2.857142857,44.0,2.0,5.333333333,11.0,5.0,4.0,1.0,2.0,4.0,7.0,14.0,7.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,14.0,15.0,28.0,29.0,38.0,6.0,2.0,1.0,18.0,59.0,60.0,51.0,46.0,33.0,24.0,0.0,0.0,63.0,53.0,60.0,67.0,2.0,3.0,3.0,70.0,44.0
532,532,15229.0,,24.0,30.0,,,,,,,60.0,5.0,,,,,,,,,,,,5.5,5.0,5.0,2.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,60.0
533,533,27405.0,,,,,,,,,,27.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,27.0
534,534,16101.0,,34.0,24.0,5.0,1.5,2.75,2.0,7.0,1.0,55.0,5.0,,6.0,5.0,1.0,5.0,1.0,1.0,7.0,6.0,7.0,,4.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2.0,100.0,75.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.0,55.0
535,535,33445.0,,39.0,27.0,2.5,1.75,4.0,1.0,,,66.0,5.0,,9.0,1.0,1.0,7.0,1.0,1.0,7.0,2.0,4.0,,7.0,5.0,5.0,5.0,5.0,5.0,9.0,10.0,10.0,40.0,60.0,60.0,60.0,60.0,1.0,60.0,,,,,,,,,,,,,,,,,,66.0
536,536,49010.0,,,,,,,,4.666666667,2.571428571,30.0,2.0,,25.0,,3.0,,,,,,,,3.0,7.0,7.0,7.0,4.0,2.0,,,,,,,,,1.0,,36.0,36.0,41.0,53.0,58.0,60.0,78.0,78.0,81.0,65.0,39.0,61.0,68.0,72.0,0.0,0.0,65.0,30.0
537,537,96789.0,8.5,38.0,33.0,4.75,1.75,3.75,3.5,,,49.0,2.0,,22.0,5.0,7.0,1.0,5.0,6.0,7.0,14.0,3.0,1.0,5.5,1.0,1.0,1.0,1.0,1.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,49.0
538,538,7747.0,9,35.0,17.0,,,,,,,22.0,5.0,,,,,,,,,,,1.0,2.5,7.0,7.0,6.0,3.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,22.0
539,539,91208.0,,49.0,34.0,4.5,1.0,5.0,1.0,,,51.0,6.0,,6.0,3.0,1.0,4.0,1.0,1.0,7.0,11.0,7.0,,7.0,7.0,7.0,7.0,7.0,1.0,51.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,51.0
540,540,14904.0,,,,,,,,,,68.0,5.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,68.0
541,541,27603.0,12,40.0,16.0,3.5,2.0,4.0,3.5,6.0,2.0,61.0,5.0,6.333333333,12.0,5.0,2.0,5.0,5.0,4.0,6.0,8.0,4.0,1.0,2.5,,,,,,49.0,51.0,55.0,66.0,84.0,88.0,89.0,88.0,2.0,82.0,71.0,68.0,85.0,88.0,89.0,89.0,85.0,82.0,45.0,85.0,82.0,92.0,91.0,51.0,9.0,2.0,75.0,61.0
542,542,30019.0,11,42.0,34.0,3.25,2.75,5.0,4.75,6.5,3.0,52.0,4.0,5.0,6.0,5.0,1.0,6.0,2.0,2.0,7.0,8.0,3.0,1.0,3.5,,,,,,72.0,73.0,73.0,79.0,83.0,87.0,89.0,92.0,2.0,98.0,66.0,58.0,75.0,83.0,59.0,66.0,34.0,22.0,11.0,73.0,61.0,68.0,78.0,80.0,28.0,23.0,78.0,52.0
543,543,45663.0,,,,,,,,,,65.0,4.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,65.0
544,544,60025.0,,,,5.0,1.0,2.25,1.0,,,53.0,5.0,7.666666667,,3.0,,1.0,1.0,1.0,1.0,2.0,1.0,,5.5,,,,,,9.0,13.0,18.0,22.0,22.0,27.0,28.0,56.0,1.0,100.0,,,,,,,,,,,,,,,,,,53.0
545,545,27513.0,7.5,34.0,29.0,4.0,3.0,4.0,1.5,5.5,2.0,73.0,4.0,3.0,8.0,5.0,1.0,7.0,2.0,2.0,6.0,3.0,3.0,1.0,3.5,6.0,6.0,7.0,7.0,4.0,5.0,5.0,10.0,25.0,50.0,65.0,50.0,50.0,1.0,50.0,25.0,25.0,23.0,20.0,18.0,14.0,12.0,10.0,5.0,65.0,65.0,65.0,50.0,35.0,0.0,0.0,85.0,73.0
546,546,13090.0,13.5,36.0,32.0,3.75,2.25,5.0,3.0,5.5,,49.0,6.0,6.0,6.0,5.0,1.0,7.0,5.0,4.0,4.0,12.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,89.0,89.0,90.0,91.0,91.0,90.0,90.0,100.0,2.0,100.0,67.0,64.0,68.0,70.0,71.0,71.0,71.0,74.0,72.0,99.0,91.0,92.0,92.0,92.0,92.0,93.0,85.0,49.0
547,547,34741.0,11.5,35.0,25.0,4.0,3.0,5.0,3.0,5.666666667,1.571428571,62.0,5.0,5.0,6.0,4.0,3.0,5.0,2.0,3.0,6.0,8.0,5.0,1.0,6.0,4.0,4.0,3.0,2.0,1.0,20.0,40.0,40.0,50.0,70.0,74.0,70.0,59.0,2.0,50.0,60.0,,,63.0,73.0,85.0,86.0,88.0,87.0,70.0,70.0,71.0,62.0,41.0,0.0,0.0,80.0,62.0
548,548,36081.0,,,,,,,,,,21.0,5.0,,,,,,,,,,,,3.5,5.0,5.0,4.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,21.0
549,549,43085.0,,29.0,28.0,3.0,2.5,3.75,2.5,,,64.0,6.0,6.666666667,12.0,5.0,6.0,7.0,3.0,3.0,6.0,9.0,5.0,,4.5,2.0,1.0,1.0,1.0,1.0,20.0,20.0,30.0,70.0,100.0,50.0,49.0,25.0,1.0,25.0,,,,,,,,,,,,,,,,,,64.0
550,550,90025.0,8.5,38.0,15.0,4.25,2.0,3.75,2.0,3.0,1.714285714,63.0,5.0,2.333333333,7.0,1.0,1.0,7.0,1.0,1.0,7.0,11.0,4.0,1.0,3.0,,,,,,59.0,59.0,70.0,80.0,81.0,90.0,100.0,4.0,1.0,,75.0,70.0,85.0,90.0,90.0,75.0,65.0,54.0,22.0,65.0,70.0,85.0,96.0,95.0,10.0,5.0,83.0,63.0
551,551,60706.0,,37.0,14.0,2.0,2.5,4.0,4.25,6.5,1.0,67.0,6.0,7.333333333,6.0,5.0,1.0,7.0,3.0,2.0,6.0,6.0,6.0,,2.0,3.0,6.0,5.0,4.0,4.0,80.0,73.0,83.0,76.0,43.0,26.0,16.0,9.0,2.0,0.0,34.0,71.0,69.0,62.0,16.0,4.0,2.0,0.0,0.0,32.0,67.0,80.0,70.0,24.0,0.0,,85.0,67.0
552,552,97216.0,8.5,37.0,27.0,4.5,2.75,3.0,2.0,4.5,3.142857143,40.0,3.0,6.0,9.0,5.0,4.0,7.0,3.0,3.0,5.0,11.0,1.0,1.0,4.5,6.0,5.0,6.0,4.0,2.0,84.0,71.0,82.0,77.0,93.0,93.0,88.0,89.0,1.0,97.0,66.0,71.0,77.0,77.0,80.0,80.0,76.0,77.0,89.0,70.0,70.0,83.0,79.0,80.0,73.0,,65.0,40.0
553,553,85213.0,5.5,40.0,23.0,5.0,1.5,2.75,1.25,6.666666667,1.571428571,24.0,5.0,2.0,,3.0,,7.0,1.0,1.0,5.0,10.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,50.0,50.0,50.0,60.0,70.0,85.0,85.0,50.0,1.0,50.0,35.0,60.0,40.0,30.0,25.0,40.0,45.0,50.0,85.0,90.0,95.0,85.0,100.0,100.0,80.0,35.0,90.0,24.0
554,554,95014.0,12,42.0,22.0,4.25,2.0,5.0,1.75,6.833333333,1.0,62.0,6.0,8.333333333,6.0,5.0,1.0,7.0,6.0,4.0,7.0,10.0,2.0,1.0,4.0,6.0,5.0,4.0,3.0,2.0,80.0,81.0,81.0,61.0,61.0,91.0,91.0,100.0,1.0,100.0,40.0,55.0,69.0,63.0,63.0,55.0,54.0,55.0,45.0,83.0,81.0,81.0,75.0,69.0,48.0,20.0,75.0,62.0
555,555,44022.0,,35.0,26.0,,,,,5.0,2.857142857,60.0,5.0,,13.0,,1.0,,,,,,,,4.5,6.0,6.0,6.0,1.0,1.0,,,,,,,,,2.0,,,60.0,46.0,78.0,81.0,88.0,93.0,100.0,98.0,70.0,70.0,60.0,87.0,60.0,0.0,0.0,95.0,60.0
556,556,75063.0,11.5,37.0,26.0,4.5,2.25,3.5,3.75,4.5,3.857142857,49.0,7.0,5.666666667,11.0,5.0,4.0,7.0,3.0,3.0,3.0,7.0,5.0,1.0,5.0,5.0,4.0,3.0,2.0,1.0,30.0,46.0,54.0,69.0,83.0,93.0,80.0,60.0,1.0,50.0,40.0,25.0,18.0,63.0,61.0,54.0,40.0,22.0,4.0,69.0,62.0,67.0,80.0,86.0,12.0,1.0,70.0,49.0
557,557,14450.0,,42.0,23.0,4.25,3.25,5.0,3.5,3.833333333,2.571428571,45.0,7.0,8.666666667,6.0,5.0,1.0,7.0,1.0,1.0,6.0,10.0,6.0,,3.5,6.0,6.0,6.0,3.0,2.0,35.0,35.0,40.0,45.0,70.0,95.0,95.0,85.0,2.0,75.0,45.0,40.0,60.0,65.0,68.0,42.0,38.0,34.0,35.0,30.0,70.0,75.0,70.0,65.0,20.0,4.0,95.0,45.0
558,558,73012.0,,,,,,,,,,44.0,5.0,,6.0,,1.0,,,,,,,,1.0,6.0,6.0,6.0,6.0,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,44.0
559,559,33056.0,11.5,49.0,7.0,5.0,1.0,5.0,1.0,7.0,1.0,32.0,5.0,,6.0,5.0,1.0,5.0,1.0,1.0,7.0,4.0,7.0,1.0,1.5,7.0,4.0,3.0,1.0,1.0,15.0,15.0,25.0,40.0,50.0,50.0,40.0,10.0,2.0,0.0,60.0,70.0,75.0,75.0,70.0,60.0,60.0,40.0,20.0,80.0,80.0,75.0,65.0,50.0,20.0,0.0,82.0,32.0
560,560,97219.0,9.5,24.0,23.0,2.5,3.25,3.5,3.0,,,60.0,6.0,2.0,,5.0,,7.0,1.0,1.0,6.0,7.0,5.0,1.0,3.5,4.0,4.0,3.0,3.0,2.0,19.0,17.0,18.0,40.0,59.0,94.0,93.0,37.0,2.0,4.0,,,,,,,,,,,,,,,,,,60.0
561,561,16506.0,,,,,,,,4.5,4.428571429,19.0,3.0,,6.0,,7.0,,,,,,,,1.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,2.0,,80.0,73.0,72.0,70.0,73.0,71.0,70.0,71.0,67.0,83.0,62.0,67.0,74.0,73.0,76.0,58.0,90.0,19.0
562,562,44134.0,3,43.0,19.0,,,,,6.333333333,2.0,22.0,3.0,,26.0,,6.0,,,,,,,1.0,7.0,6.0,6.0,5.0,5.0,5.0,,,,,,,,,1.0,,30.0,40.0,40.0,30.0,20.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,22.0
563,563,68801.0,14.5,43.0,10.0,3.25,1.5,3.75,2.5,,,30.0,7.0,5.0,9.0,5.0,2.0,7.0,3.0,1.0,5.0,2.0,1.0,1.0,4.0,4.0,5.0,6.0,3.0,1.0,90.0,96.0,66.0,99.0,100.0,100.0,100.0,39.0,1.0,13.0,,,,,,,,,,,,,,,,,,30.0
564,564,7450.0,,41.0,21.0,3.25,3.5,4.0,3.5,,,60.0,5.0,6.333333333,6.0,5.0,1.0,7.0,1.0,1.0,6.0,7.0,6.0,,3.0,4.0,4.0,4.0,3.0,1.0,48.0,51.0,54.0,65.0,73.0,94.0,94.0,82.0,1.0,82.0,,,,,,,,,,,,,,,,,,60.0
565,565,98253.0,,41.0,22.0,4.0,2.25,3.25,1.25,5.333333333,1.857142857,30.0,4.0,1.333333333,10.0,5.0,3.0,6.0,2.0,2.0,6.0,6.0,4.0,,1.0,4.0,4.0,4.0,4.0,4.0,60.0,60.0,60.0,70.0,85.0,85.0,85.0,47.0,2.0,50.0,49.0,50.0,60.0,60.0,70.0,70.0,65.0,65.0,65.0,70.0,60.0,70.0,80.0,80.0,80.0,80.0,88.0,30.0
566,566,32311.0,11,44.0,13.0,3.0,2.25,3.25,2.75,,,32.0,7.0,7.666666667,12.0,5.0,2.0,7.0,1.0,,7.0,14.0,1.0,1.0,3.0,,,,,,0.0,0.0,0.0,29.0,50.0,80.0,50.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,32.0
567,567,94545.0,,,,,,,,,,28.0,5.0,,15.0,,3.0,,,,,,,,3.0,4.0,4.0,3.0,3.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,28.0
568,568,49503.0,8,35.0,28.0,2.25,3.5,4.0,1.0,4.333333333,2.0,62.0,2.0,,6.0,5.0,1.0,7.0,1.0,1.0,7.0,8.0,7.0,1.0,2.5,6.0,5.0,3.0,2.0,1.0,61.0,61.0,69.0,80.0,80.0,89.0,88.0,77.0,2.0,77.0,55.0,60.0,70.0,75.0,75.0,80.0,80.0,80.0,80.0,65.0,70.0,80.0,80.0,70.0,40.0,1.0,95.0,62.0
569,569,96744.0,,39.0,30.0,2.25,2.0,4.25,1.0,,,41.0,5.0,,20.0,3.0,3.0,6.0,1.0,1.0,7.0,8.0,7.0,,1.0,,,,,,11.0,16.0,31.0,53.0,59.0,69.0,72.0,70.0,1.0,77.0,,,,,,,,,,,,,,,,,,41.0
570,570,44110.0,,,,,,,,,,62.0,4.0,,,,,,,,,,,,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,62.0
571,571,76210.0,,,,4.0,2.0,4.0,4.0,5.833333333,5.571428571,20.0,3.0,5.333333333,6.0,4.0,2.0,7.0,6.0,6.0,6.0,12.0,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,20.0,30.0,48.0,60.0,70.0,80.0,87.0,91.0,2.0,95.0,57.0,55.0,81.0,68.0,81.0,71.0,75.0,64.0,73.0,57.0,59.0,61.0,70.0,87.0,70.0,74.0,90.0,20.0
572,572,76543.0,6,31.0,34.0,4.25,2.25,5.0,3.5,5.5,4.571428571,62.0,2.0,1.333333333,6.0,5.0,1.0,4.0,6.0,6.0,7.0,11.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,90.0,100.0,55.0,59.0,100.0,2.0,100.0,48.0,56.0,96.0,63.0,84.0,98.0,100.0,100.0,100.0,29.0,28.0,28.0,24.0,0.0,0.0,0.0,70.0,62.0
573,573,71291.0,7,31.0,28.0,3.75,3.75,3.5,2.75,3.5,3.714285714,45.0,4.0,3.666666667,9.0,1.0,6.0,5.0,3.0,3.0,6.0,11.0,5.0,1.0,5.5,4.0,4.0,3.0,2.0,4.0,49.0,50.0,67.0,75.0,91.0,99.0,100.0,100.0,2.0,100.0,40.0,20.0,20.0,21.0,22.0,32.0,32.0,31.0,28.0,30.0,40.0,40.0,40.0,40.0,41.0,41.0,75.0,45.0
574,574,29201.0,,,,2.0,2.0,3.5,3.0,,,22.0,3.0,3.333333333,,5.0,,7.0,3.0,2.0,7.0,7.0,2.0,,2.0,3.0,3.0,3.0,3.0,3.0,61.0,61.0,62.0,63.0,62.0,64.0,64.0,64.0,1.0,64.0,,,,,,,,,,,,,,,,,,22.0
575,575,30041.0,,36.0,29.0,3.25,3.0,4.5,4.25,,,46.0,5.0,7.333333333,6.0,5.0,1.0,5.0,1.0,1.0,6.0,5.0,5.0,,2.0,7.0,7.0,7.0,4.0,2.0,0.0,0.0,29.0,40.0,60.0,89.0,90.0,100.0,1.0,100.0,,,,,,,,,,,,,,,,,,46.0
576,576,50701.0,,45.0,26.0,4.25,2.0,2.0,1.25,,,42.0,6.0,7.333333333,20.0,4.0,2.0,7.0,1.0,1.0,7.0,7.0,4.0,,4.0,5.0,6.0,7.0,5.0,3.0,70.0,80.0,90.0,100.0,100.0,100.0,85.0,50.0,1.0,3.0,,,,,,,,,,,,,,,,,,42.0
577,577,98007.0,,28.0,28.0,3.75,2.5,2.75,1.0,,,25.0,3.0,,13.0,5.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,,4.0,,,,,,50.0,49.0,49.0,49.0,50.0,50.0,51.0,49.0,1.0,49.0,,,,,,,,,,,,,,,,,,25.0
578,578,19438.0,,45.0,18.0,3.5,2.0,5.0,2.25,,,60.0,7.0,6.333333333,15.0,5.0,2.0,7.0,5.0,5.0,7.0,10.0,7.0,,4.5,4.0,4.0,4.0,3.0,2.0,26.0,25.0,50.0,61.0,74.0,92.0,93.0,100.0,2.0,100.0,,,,,,,,,,,,,,,,,,60.0
579,579,2911.0,,,,,,,,,,36.0,5.0,,14.0,,3.0,,,,,,,,2.5,6.0,6.0,5.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,36.0
580,580,33401.0,15,,,4.0,2.0,4.0,4.0,6.0,2.0,47.0,5.0,7.0,,5.0,,7.0,5.0,1.0,7.0,8.0,6.0,1.0,1.0,6.0,4.0,3.0,2.0,1.0,65.0,70.0,90.0,90.0,90.0,100.0,100.0,100.0,1.0,100.0,70.0,70.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,47.0
